CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
33737800,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COOAGRI E TRANSCOOAGRI LTDA.,199004,B3S,I,2,Cooperativa de Crédito,,MS,Campo Grande,,,,,I
67607564,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CORREIAS MERCÚRIO,199203,B3S,I,2,Cooperativa de Crédito,,SP,Jundiaí,,,,,I
50654300,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DANA,197808,B3S,I,2,Cooperativa de Crédito,,SP,Osasco,S5,,,,I
54268990,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA DEL. FEDERAL DA AGRIC. EM SP LTDA.-EM LIQ. ORDINAR.,198506,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
34573501,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DELEGACIA FEDERAL DA AGRICULTURA NO ESTADO DO AMAZONAS LTDA,180001,B3S,I,2,Cooperativa de Crédito,,AM,Manaus,,,,,I
04939912,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ECHLIN DO BRASIL - COOPERECHLIN,180001,B3S,I,2,Cooperativa de Crédito,,SP,Diadema,,,,,I
56548878,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA ECIL LTDA,198511,B3S,I,2,Cooperativa de Crédito,,SP,Piedade,,,,,I
21520846,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ECONIMISA LTDA,180001,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
49304280,202506,"COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA EDEA, LTDA",197804,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
43438662,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA EDUCAÇÃO E COMUNICAÇÃO,197206,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
45045671,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN,198008,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Mogi das Cruzes,S5,,,,A
48718183,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON - COOPERICSSON,198204,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
23013493,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON AMAZONIA LTDA,198808,B3S,I,2,Cooperativa de Crédito,,AM,Manaus,,,,,I
02825208,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA EVANIL - COOFE,199806,B3S,I,2,Cooperativa de Crédito,,RJ,Nova Iguaçu,,,,,I
57259525,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC,198705,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Jaboticabal,S5,,,,A
96606074,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FELTRIN,199305,B3S,I,2,Cooperativa de Crédito,,SP,Nova Odessa,,,,,I
09978194,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA FERCASTRO LTDA,180001,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
42258376,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA,197212,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RJ,Rio de Janeiro,S5,,,,A
33833914,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FORMIPLAC LTDA,196710,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
09978181,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDACAO CULTURAL ALFREDO FERREIRA LAGE LTDA,180001,B3S,I,2,Cooperativa de Crédito,,MG,Juiz de Fora,,,,,I
02846074,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDACAO EDUCACIONAL DE BARRETOS - COOPERFEB,199901,B3S,I,2,Cooperativa de Crédito,,SP,Barretos,,,,,I
01997612,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDAÇÃO ZERBINI E DA FUNDAÇÃO FACULDADE DE MEDICINA (FFM) - COOPINCOR,199705,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
09978357,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONARIOS DA GEMATUR TRANSPORTES URBANOS LTDA.,180001,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
60219045,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S.A. - UNIDADE PINDAMONHANGABA,198910,B3S,I,2,Cooperativa de Crédito,,SP,Pindamonhangaba,S5,,,,I
52575206,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S/A-UNIDADE MOGI DAS CRUZES,196908,B3S,I,2,Cooperativa de Crédito,,SP,Mogi das Cruzes,S5,,,,I
05331882,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA,200210,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RS,Porto Alegre,S5,,,,A
23027394,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GOYANA DA AMAZONIA LTDA.,198811,B3S,I,2,Cooperativa de Crédito,,AM,Manaus,,,,,I
53021465,202506,"COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA HENKEL S.A., LTDA",198309,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
43913177,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA HERMANN LTDA,197310,B3S,I,2,Cooperativa de Crédito,,SP,Campo Limpo Paulista,,,,,I
25490582,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA IM AUTOPEÇAS LTDA,198901,B3S,I,2,Cooperativa de Crédito,,MG,Contagem,,,,,I
67558536,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA INCOVAL-IND. DE CONEXOES E VALVULAS LTDA.,180001,B3S,I,2,Cooperativa de Crédito,,SP,Ferraz de Vasconcelos,,,,,I
25481458,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA INDÚSTRIA MINEIRA DE FRALDAS LTDA,198807,B3S,I,2,Cooperativa de Crédito,,MG,Itaúna,,,,,I
62953427,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA INDUSTRIA ROTATIVA DE PAPEIS LTDA.,197007,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
67251272,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA INSTITUIÇÃO MOURA LACERDA,199201,B3S,I,2,Cooperativa de Crédito,,SP,Ribeirão Preto,,,,,I
27183359,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA INTERCONTINENTAL HOTELEIRA LTDA.,198105,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
78244449,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA IPIRANGA SERRANA FERTILIZANTES PARANA,197910,B3S,I,2,Cooperativa de Crédito,,PR,Ponta Grossa,,,,,I
44189199,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA IPIRANGA SERRANA LTDA,197202,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
49469430,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA ITAÚ FERTILIZANTES LTDA,197809,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
48013940,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA LEITE NILZA,197608,B3S,I,2,Cooperativa de Crédito,,SP,Ribeirão Preto,,,,,I
30096234,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA M. AGOSTINI LTDA.,198510,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
17436429,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MAGNATEX INDÚSTRIA E COMÉRCIO LTDA,198203,B3S,I,2,Cooperativa de Crédito,,MG,Juiz de Fora,,,,,I
62632534,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA MASSEY-FERGUSON SAO PAULO LTDA,197010,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
44378586,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MAXION LTDA - COOPERMAXION,197206,B3S,I,2,Cooperativa de Crédito,,MG,Contagem,,,,,I
00911079,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MÉTODO ENGENHARIA - CREDIMEL,199512,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
00731320,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN,199509,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Orlândia,S5,,,,A
46242251,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA MULLER S.A. SUMARE LTDA,197401,B3S,I,2,Cooperativa de Crédito,,SP,Sumaré,,,,,I
59620708,202506,COOPERATIVA DE ECONOMIA E CRÉDÍTO MÚTUO DOS FUNCIONÁRIOS DA MWM TUPY DO BRASIL,198812,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
09128022,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA,200711,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Osasco,S5,,,,A
43767490,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLE ARAÇACATUBA LTDA,197010,B3S,I,2,Cooperativa de Crédito,,SP,Araçatuba,,,,,I
57687899,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NGK - COOPERNGK,198707,B3S,I,2,Cooperativa de Crédito,,SP,Mogi das Cruzes,,,,,I
48150031,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA NORTON LTDA,197612,B3S,I,2,Cooperativa de Crédito,,SP,Guarulhos,,,,,I
44581619,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA NOVIK,198007,B3S,I,2,Cooperativa de Crédito,,SP,Salto,,,,,I
42281394,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA OLIVETTI RIO DE JANEIRO LTDA,197309,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
48172860,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL,197607,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Rio Claro,S5,,,,A
51546778,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA PARAMOUNT LANSUL LTDA,180001,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
14810022,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA PETROALCOOL S.A.-EQUIPAMENTOS INDUSTRIAIS LTDA,197910,B3S,I,2,Cooperativa de Crédito,,BA,Simões Filho,,,,,I
05119679,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA PETROBRAS LTDA,200209,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
52640075,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA PHARMACIA BRASIL - COOPERPHARMA,197201,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
28241230,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA POLYGRAM LTDA,198401,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
05122895,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA PREFEITURA MUNICIPAL DE VALENCA - BA SICOOB-VALENCA,180001,B3S,I,2,Cooperativa de Crédito,,BA,Valença,,,,,I
45661030,202506,"COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA PROGRESSO METALFRIT, LTDA",198010,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
68912690,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA R.A. ALIMENTACAO,199209,B3S,I,2,Cooperativa de Crédito,,SP,Guarulhos,,,,,I
31785934,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA REDE GAZETA LTDA - CREDIGAZETA,198806,B3S,I,2,Cooperativa de Crédito,,ES,Vitória,,,,,I
33315474,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA REMINGTON LTDA,196703,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
13581400,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RHODIA E UNIRHODIA LTDA,198504,B3S,I,2,Cooperativa de Crédito,,BA,Camaçari,,,,,I
55427140,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA S.A. INDÚSTRIAS VOTORANTIM-MOAGEM JAGUARE,198608,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
52119575,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA S/A INDÚSTRIAS VOTORANTIM LTDA,198211,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
44932028,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA SAB WABCO DO BRASIL LTDA.,198009,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
68721273,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SALUTARIS E COLIGADAS LTDA - SALUCRED,199302,B3S,I,2,Cooperativa de Crédito,,RJ,Paraíba do Sul,,,,,I
03165497,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR,199907,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,PR,Cascavel,S5,,,,A
39359450,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANTA CASA DE CASTELO LTDA,199206,B3S,I,2,Cooperativa de Crédito,,ES,Castelo,,,,,I
04746669,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANTA CASA DE MISERICORDIA DE CUIABA E EMPRESAS DO COMPLEXO - SANCRED,200112,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
55896724,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SCHRADER INTERNATIONAL BRASIL,198605,B3S,I,2,Cooperativa de Crédito,,SP,Jacareí,,,,,I
33946369,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SEARS GB LTDA,196904,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
03608287,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SECRET. DE ESTADO DE FAZENDA DO ESTADO DO RJ.LTDA,200002,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
16721078,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA  DO ESTADO DE MINAS GERAIS E DE LIVRE ADMISSÃO LTDA - SICOOB COOPSEF,198105,B3S,I,2,Cooperativa de Crédito,Atípicas,MG,Belo Horizonte,S5,,,,A
83330803,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE SAÚDE PÚBLICA DO PARÁ LTDA,199210,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
72952138,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE,199310,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Cerquilho,S5,,,,A
09978435,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA SEPLAN-SERVICOS DE SEGURANCA LTDA,180001,B3S,I,2,Cooperativa de Crédito,,SP,Campinas,,,,,I
96321245,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SIVAT LTDA,199302,B3S,I,2,Cooperativa de Crédito,,SP,Salto,,,,,I
62781158,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SPIRAX SARCO IND. E COM.,199009,B3S,I,2,Cooperativa de Crédito,,SP,Cotia,,,,,I
28076826,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SUPERPESA LTDA.,198302,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
60997384,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA SUSA S/A LTDA-EM LIQUID. ORDINARIA,196612,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
52730819,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA TECNASA LTDA.,198306,B3S,I,2,Cooperativa de Crédito,,SP,São José dos Campos,,,,,I
71027296,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TECOL CONSULTORIA EMPRESARIAL S/C LTDA.,199209,B3S,I,2,Cooperativa de Crédito,,MG,Juiz de Fora,,,,,I
48606214,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA TELEMECANIQUE S.A. LTDA,197611,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
03685226,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TESS - COOPERTESS,200005,B3S,I,2,Cooperativa de Crédito,,SP,Campinas,,,,,I
67341487,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK,199201,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Monte Mor,S5,,,,A
57440521,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO,197002,B3S,I,2,Cooperativa de Crédito,Atípicas,SP,São Paulo,S5,,,,A
62158035,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA MOEMA AÇÚCAR E ÀLCOOL LTDA,198907,B3S,I,2,Cooperativa de Crédito,,SP,Orindiúva,,,,,I
01107759,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED,199604,B3S,I,2,Cooperativa de Crédito,Atípicas,SP,Cerquilho,S5,,,,A
02346466,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SÃO CARLOS,199801,B3S,I,2,Cooperativa de Crédito,,SP,Jaboticabal,,,,,I
46132783,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VAN LEER,197402,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
51920502,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VB TRANSPORTES E TURISMO,196806,B3S,I,2,Cooperativa de Crédito,,SP,Campinas,,,,,I
02192115,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP,199709,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RJ,Maricá,S5,,,,A
53846242,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VILLARES METALS,198407,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Sumaré,S5,,,,A
74228115,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA VULCABRAS LTDA,199311,B3S,I,2,Cooperativa de Crédito,,SP,Jundiaí,,,,,I
47855499,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA WABCO FREIOS,198105,B3S,I,2,Cooperativa de Crédito,,SP,Sumaré,,,,,I
48078067,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DA WANG GLOBAL LTDA.,197608,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
17543141,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS BOA VISTA LTDA,198212,B3S,I,2,Cooperativa de Crédito,,MG,Três Pontas,,,,,I
02541707,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER,199806,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Santa Gertrudes,S5,,,,A
02577030,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DAS EMPRESAS DE CONSTRUCAO CIVIL DA GRANDE VITORIA-ESTADO DO ESPIRITO SANTO - CREDICON,199805,B3S,I,2,Cooperativa de Crédito,,ES,Vitória,,,,,I
52301496,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE ENERGIA ELÉTRICA DO ESTADO DE SÃO PAULO - COOPENERG,198212,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,S5,,,,I
91018408,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA,196810,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RS,Gravataí,S5,,,,A
43446335,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ,197206,B3S,I,2,Cooperativa de Crédito,Atípicas,MG,Itaú de Minas,S5,,,,A
14882179,202506,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DAS EMPRESAS ITAU EM CORUMBA LTDA,198302,B3S,I,2,Cooperativa de Crédito,,MS,Corumbá,,,,,I
17178930,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ EM SÃO JOSE DA LAPA ESTADO DE MINAS GERAIS LTDA,198111,B3S,I,2,Cooperativa de Crédito,,MG,São José da Lapa,,,,,I
17947045,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ-ITAÚ DE MINAS LTDA,197206,B3S,I,2,Cooperativa de Crédito,,MG,Itaú de Minas,,,,,I
57703613,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS LIX DA CUNHA,198707,B3S,I,2,Cooperativa de Crédito,,SP,Campinas,,,,,I
01504952,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO - COOPERMEL,199610,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
60200243,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS RHODIA STER LTDA.,196801,B3S,I,2,Cooperativa de Crédito,,SP,São José dos Campos,,,,,I
44689081,202506,"COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DAS INDUSTRIAS NARDINI, LTDA",198011,B3S,I,2,Cooperativa de Crédito,,SP,Americana,,,,,I
18685594,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS ORGANIZAÇÕES RITZ LTDA.,197502,B3S,I,2,Cooperativa de Crédito,,MG,Betim,,,,,I
33668229,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE ACHÉ MEDICAMENTOS LTDA,196709,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
62278809,202506,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE BRINQUEDOS BANDEIRANTE,196810,B3S,I,2,Cooperativa de Crédito,,SP,Ferraz de Vasconcelos,,,,,I
49521339,202506,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS FUNCIONÁRIOS DE EQUIPAMENTOS VILLARES LTDA,197709,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
