CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
09777341,202506,BANCO PAULISTA S.A.(2A.FASE-ANUL.CONCOR),180001,B1,I,2,Banco Comercial,,,,,,,,LO
62144175,202506,BANCO PINE S.A.,196805,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0080374,62144175,A
33245333,202506,BANCO PINTO DE MAGALHAES S.A.,193702,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
06702112,202506,BANCO PONTUAL S.A.,194101,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
09777340,202506,BANCO POPULAR DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60946290,202506,BANCO POPULAR DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777338,202506,BANCO PROGRESSO DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777336,202506,BANCO PROLAR S.A. (2A. VEZ),180001,B1,I,2,Banco Comercial,,,,,,,,F
33876475,202506,BANCO PROSPER S.A.,196809,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
01023570,202506,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,199602,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0081555,01023570,A
60394061,202506,BANCO REAL DE SAO PAULO S.A.,193901,B1,I,2,Banco Comercial,,PR,Curitiba,,,,,I
61196713,202506,BANCO REGIONAL S.A.,192903,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,LO
68900810,202506,BANCO RENDIMENTO S.A.,199209,B1,I,2,Banco Comercial,,SP,São Paulo,S4,,C0080659,68900810,A
42584466,202506,BANCO RESIDENCIA S.A.,197609,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
C0084349,202506,BANCO RIBEIRÃO PRETO - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,Ribeirão Preto,S4,,C0084349,00517645,A
00517645,202506,BANCO RIBEIRAO PRETO S.A.,199504,B1,I,3,Banco Múltiplo,,SP,Ribeirão Preto,S4,,C0084349,00517645,A
33603457,202506,BANCO RODOBENS S.A.,196601,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080855,33603457,A
33124959,202506,BANCO RURAL S.A.,192801,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,LE
58160789,202506,BANCO SAFRA S.A.,194103,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,,C0080109,58160789,A
90400888,202506,BANCO SANTANDER (BRASIL) S.A.,198508,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,,C0080185,90400888,A
61472676,202506,BANCO SANTANDER BRASIL S.A.,194207,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
45686953,202506,BANCO SANTANDER CENTRAL HISPANO,198105,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
51035004,202506,BANCO SANTANDER DE NEGOCIOS S.A.,198210,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
33517640,202506,BANCO SANTANDER S.A.,196709,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
28157204,202506,BANCO SANTOS NEVES S.A.,196810,B1,I,2,Banco Múltiplo,,ES,Vitória,,,,,I
58257619,202506,BANCO SANTOS S.A.,197010,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
09777334,202506,BANCO SAO BERNARDO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
60663655,202506,BANCO SÃO JORGE S.A.,198907,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
61391090,202506,BANCO SAVENA S.A.,194309,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
C0081380,202506,BANCO SEMEAR - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,MG,Belo Horizonte,S4,,C0081380,00795423,A
00795423,202506,BANCO SEMEAR S.A.,199510,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S4,,C0081380,00795423,A
11970623,202506,BANCO SENFF S.A.,201006,B1,I,2,Banco Múltiplo,,PR,Curitiba,S4,,C0083670,03877288,A
C0080879,202506,BANCO SICOOB - PRUDENCIAL,180001,B1,I,2,,Cooperativo,DF,Brasília,S2,,C0080879,02038232,A
76543115,202506,BANCO SISTEMA S.A.,194309,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,,C0080336,30306294,A
61533584,202506,BANCO SOCIETE GENERALE BRASIL S.A.,193207,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0080264,61533584,A
60889128,202506,BANCO SOFISA S.A.,196104,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0080271,60889128,A
60701836,202506,BANCO SPI S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60942638,202506,BANCO SUDAMERIS BRASIL S.A.,194910,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
87125019,202506,BANCO SUL BRASILEIRO S.A.,197212,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,I
60518222,202506,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,195810,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0081720,60518222,A
07679404,202506,BANCO TOPÁZIO S.A.,200603,B1,I,3,Banco Múltiplo,,RS,Porto Alegre,S4,,C0081517,07679404,A
C0081517,202506,BANCO TOPÁZIO S.A. - PRUDENCIAL,180001,B1,I,3,,Câmbio,RS,Porto Alegre,S4,,C0081517,07679404,A
C0080783,202506,BANCO TRAVELEX - PRUDENCIAL,180001,B1,I,3,,Câmbio,SP,São Paulo,S4,,C0080783,11703662,A
11703662,202506,BANCO TRAVELEX S.A.,201006,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0080783,11703662,A
17351180,202506,BANCO TRIANGULO S.A.,196810,B1,I,2,Banco Múltiplo,,MG,Uberlândia,S4,,C0081438,17351180,A
32062580,202506,BANCO UBS (BRASIL) S.A.,198807,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080219,33987793,A
30131502,202506,BANCO UBS S.A.,196908,B1,I,3,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
09777333,202506,BANCO UNIAO COMERCIAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
09777332,202506,BANCO UNIAO DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777331,202506,BANCO UNIAO MERCANTIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
09777330,202506,BANCO UNIAO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
00086413,202506,BANCO ÚNICO S.A.,196906,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
68700376,202506,BANCO UNIVERSAL S.A,199301,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
33822149,202506,BANCO VEGA S.A.,196803,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
61024352,202506,BANCO VOITER S.A.,196708,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S3,C0050201,C0080367,33923798,A
59588111,202506,BANCO VOTORANTIM S.A.,198810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,,C0080484,59588111,A
78626983,202506,BANCO VR S.A.,196804,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080408,78626983,A
33436486,202506,BANCO WACHOVIA S.A.,196701,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
13720915,202506,BANCO WESTERN UNION DO BRASIL S.A.,201110,B1,I,3,Banco Comercial,,SP,São Paulo,S4,,C0080886,13720915,A
15357060,202506,BANCO WOORI BANK DO BRASIL S.A.,201209,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081823,15357060,A
33264668,202506,BANCO XP S.A.,201910,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S2,,C0082475,33264668,A
10371492,202506,BANCO YAMAHA MOTOR DO BRASIL S.A.,200811,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0080721,10371492,A
61535100,202506,BANCO ZOGBI S.A.,196409,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
10264663,202506,BANCOSEGURO S.A.,200810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0084813,08561701,A
C0080147,202506,BANESTES - PRUDENCIAL,180001,B1,I,1,,Regional Público,ES,Vitória,S3,,C0080147,28127603,A
28127603,202506,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,193710,B1,I,1,Banco Múltiplo,,ES,Vitória,S3,,C0080147,28127603,A
07216674,202506,BANFORT-BANCO FORTALEZA S.A.,190701,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
62073200,202506,BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.,196803,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080556,62073200,A
C0080295,202506,BANK OF CHINA (BRASIL) - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080295,07450604,A
07450604,202506,BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A,197206,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080295,07450604,A
C0080154,202506,BANRISUL - PRUDENCIAL,180001,B1,I,1,,Regional Público,RS,Porto Alegre,S2,,C0080154,92702067,A
C0080329,202506,BB - PRUDENCIAL,180001,B1,I,1,,Complexo,DF,Brasília,S1,,C0080329,00000000,A
06043056,202506,BB BANCO POPULAR DO BRASIL S.A.,200402,B1,I,1,Banco Múltiplo,,DF,Brasília,,,,,I
C0084480,202506,BBC S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S4,,C0084480,01852137,A
C0081579,202506,BCO ABN AMRO CLEARING - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081579,03532415,A
C0081201,202506,BCO ARBI S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,RJ,Rio de Janeiro,S4,,C0081201,54403563,A
C0081414,202506,BCO CARGILL S.A. - PRUDENCIAL,180001,B1,I,3,,Indústria - Não BNDES,SP,São Paulo,S4,,C0081414,03609817,A
C0081469,202506,BCO CEDULA S.A. - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,,C0081469,33132044,A
C0081665,202506,BCO CLASSICO S.A. - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S3,,C0081665,31597552,A
C0080745,202506,BCO COOPERATIVO SICREDI - PRUDENCIAL,180001,B1,I,2,,Cooperativo,RS,Porto Alegre,S2,,C0080745,01181521,A
C0081249,202506,BCO DA AMAZONIA S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,PA,Belém,S3,,C0081249,04902979,A
C0081744,202506,BCO DAYCOVAL S.A - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S3,,C0081744,62232889,A
C0081634,202506,BCO DO EST. DE SE S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,SE,Aracaju,S4,,C0081634,13009717,A
C0081586,202506,BCO DO EST. DO PA S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,PA,Belém,S3,,C0081586,04913711,A
C0081593,202506,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,CE,Fortaleza,S2,,C0081593,07237373,A
C0081483,202506,BCO FIBRA S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,SP,São Paulo,S3,,C0081483,58616418,A
C0081672,202506,BCO GUANABARA S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,RJ,Rio de Janeiro,S4,,C0081672,31880826,A
C0081335,202506,BCO INBURSA S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,São Paulo,S4,,C0081335,04866275,A
C0081603,202506,BCO KDB BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S4,,C0081603,07656500,A
C0081232,202506,BCO KEB DO BRASIL SA - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081232,02318507,A
C0081270,202506,BCO LA NACION ARGENTINA - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081270,33042151,A
C0081263,202506,BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081263,44189447,A
C0081706,202506,BCO LUSO BRASILEIRO S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S4,,C0081706,59118133,A
C0081713,202506,BCO MUFG BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081713,60498557,A
C0081555,202506,BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081555,01023570,A
C0081720,202506,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081720,60518222,A
C0081438,202506,BCO TRIANGULO S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,MG,Uberlândia,S4,,C0081438,17351180,A
C0081823,202506,BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081823,15357060,A
62199039,202506,BIG S.A.-BANCO IRMÃOS GUIMARÃES,196807,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0080178,202506,BMG - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S3,,C0080178,61186680,A
17161324,202506,BMG BANCO COMERCIAL S.A.,191807,B1,I,2,Banco Comercial,,MG,Belo Horizonte,,,,,I
C0080673,202506,BNP PARIBAS - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080673,01522368,A
C0080910,202506,BNY MELLON - PRUDENCIAL,180001,B1,I,3,,Serviços,RJ,Rio de Janeiro,S4,,C0080910,42272526,A
42272526,202506,BNY MELLON BANCO S.A.,201211,B1,I,3,Banco Comercial,,RJ,Rio de Janeiro,S4,,C0080910,42272526,A
C0084624,202506,BOCOM - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,BA,Salvador,S3,,C0084624,15114366,A
C0080556,202506,BOFA MERRILL LYNCH - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,,C0080556,62073200,A
C0080075,202506,BRADESCO - PRUDENCIAL,180001,B1,I,2,,Complexo,SP,Osasco,S1,,C0080075,60746948,A
62111745,202506,BRASBANCO S.A. BANCO COMERCIAL - EM LIQUIDAÇÃO ORDINÁRIA,196803,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
00000208,202506,BRB - BANCO DE BRASILIA S.A.,196605,B1,I,1,Banco Múltiplo,,DF,Brasília,S3,,C0080288,00000208,A
C0080288,202506,BRB - PRUDENCIAL,180001,B1,I,1,,Regional Público,DF,Brasília,S3,,C0080288,00000208,A
C0080422,202506,BS2 - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,MG,Belo Horizonte,S3,,C0080422,71027866,A
C0080336,202506,BTG PACTUAL - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S1,,C0080336,30306294,A
01600204,202506,CAIXA ECONÔMICA DO ESTADO DE GOIÁS,196211,B1,I,1,Caixa Econômica Estadual,,GO,Goiânia,,,,,LO
17176033,202506,CAIXA ECONOMICA DO ESTADO DE MINAS GERAIS,189609,B1,I,1,Caixa Econômica Estadual,,MG,Belo Horizonte,,,,,I
83900159,202506,CAIXA ECONOMICA DO ESTADO DE SANTA CATARINA S.A.,197001,B1,I,1,Caixa Econômica Estadual,,SC,Florianópolis,,,,,I
92818400,202506,CAIXA ECONOMICA ESTADUAL DO RIO GRANDE DO SUL,196002,B1,I,1,Caixa Econômica Estadual,,RS,Porto Alegre,,,,,I
00360305,202506,CAIXA ECONOMICA FEDERAL,196407,B1,I,1,Caixa Econômica Federal,,DF,Brasília,S1,,C0080738,00360305,A
C0080738,202506,CAIXA ECONÔMICA FEDERAL - PRUDENCIAL,180001,B1,I,1,,Complexo,DF,Brasília,S1,,C0080738,00360305,A
C0080927,202506,CAIXA GERAL - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0080927,33466988,A
09777325,202506,CASA BANCARIA CAVALCANTI COMANDITA POR ACOES,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777324,202506,CASA BANCARIA CENTENARIO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777326,202506,CASA BANCARIA DE CREDITO CENTRAL DO DF,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777319,202506,CASA BANCARIA DE IMPORTACAO E EXPORTACAOS.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777323,202506,CASA BANCARIA PAULICEA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777322,202506,CASA BANCARIA PEREIRA LIMA LTDA,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777321,202506,CASA BANCARIA PINHEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777320,202506,CASA BANCARIA R. I. MOREIRA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
C0080192,202506,CITIBANK - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S2,,C0080192,33479023,A
33042953,202506,CITIBANK N.A.,191504,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S2,,C0080192,33479023,A
C0080491,202506,CREDIT AGRICOLE - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080491,75647891,A
09777299,202506,CREDITO CENTRAL DO DF S.A. CASA BANCARIA,180001,B1,I,2,Banco Comercial,,,,,,,,F
C0083632,202506,CREFISA S.A. CFI - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S4,,C0083632,60779196,A
C0080532,202506,DEUTSCHE - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080532,62331228,A
62331228,202506,DEUTSCHE BANK S.A. - BANCO ALEMAO,196904,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080532,62331228,A
C0080350,202506,FATOR - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,SP,São Paulo,S4,,C0080350,33644196,A
C0080790,202506,FINAXIS - PRUDENCIAL,180001,B1,I,2,,Serviços,PR,Curitiba,S4,,C0080790,11758741,A
C0080941,202506,GENIAL - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,,C0080941,45246410,A
03012230,202506,HIPERCARD BANCO MÚLTIPLO S.A.,199903,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,,,,I
17453575,202506,ICBC DO BRASIL BANCO MÚLTIPLO S.A.,201309,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081830,17453575,A
C0081830,202506,ICBC DO BRASIL BM S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081830,17453575,A
C0080477,202506,INDUSTRIAL DO BRASIL - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,SP,São Paulo,S4,,C0080477,31895683,A
C0080996,202506,INTER - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,MG,Belo Horizonte,S3,,C0080996,00416968,A
55230916,202506,INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO,198604,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0084057,55230916,A
C0084057,202506,INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0084057,55230916,A
C0080099,202506,ITAU - PRUDENCIAL,180001,B1,I,2,,Complexo,SP,São Paulo,S1,,C0080099,60872504,A
60701190,202506,ITAÚ UNIBANCO S.A.,194501,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,,C0080099,60872504,A
C0080116,202506,JP MORGAN CHASE - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,,C0080116,33172537,A
46518205,202506,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",198808,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S3,,C0080116,33172537,A
01701201,202506,KIRTON BANK S.A. - BANCO MÚLTIPLO,199703,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,,C0080075,60746948,A
C0050201,202506,MASTER,180001,B1,I,2,,,,,S3,C0050201,C0080367,,A
C0080367,202506,MÁXIMA - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,RJ,Rio de Janeiro,S3,C0050201,C0080367,33923798,A
C0080123,202506,MERCANTIL DO BRASIL - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,MG,Belo Horizonte,S3,,C0080123,17184037,A
C0080697,202506,MIZUHO - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0080697,61088183,A
C0080628,202506,MORGAN STANLEY - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,,C0080628,02801938,A
74828799,202506,NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO,199705,B1,I,3,Banco Múltiplo,,RS,Porto Alegre,S4,,C0081768,74828799,A
C0081768,202506,NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,RS,Porto Alegre,S4,,C0081768,74828799,A
C0080460,202506,OMNI - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S4,,C0080460,92228410,A
60850229,202506,OMNI BANCO S.A.,195601,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080460,92228410,A
C0080903,202506,ORIGINAL - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S3,,C0080903,92894922,A
C0081012,202506,OURIBANK - PRUDENCIAL,180001,B1,I,2,,Câmbio,SP,São Paulo,S4,,C0081012,78632767,A
78632767,202506,OURIBANK S.A. BANCO MÚLTIPLO,196809,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0081012,78632767,A
C0084813,202506,PAGSEGURO - PRUDENCIAL,180001,B1,I,2,,Serviços,SP,São Paulo,S4,,C0084813,08561701,A
09093352,202506,PARAIBAN - BANCO DA PARAIBA S.A.,192907,B1,I,3,Banco Múltiplo,,PB,João Pessoa,,,,,I
C0080233,202506,PARANÁ BANCO - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,PR,Curitiba,S4,,C0080233,14388334,A
14388334,202506,PARANÁ BANCO S.A.,197705,B1,I,2,Banco Múltiplo,,PR,Curitiba,S4,,C0080233,14388334,A
C0088022,202506,PICPAY - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S3,,C0088022,22896431,A
09516419,202506,PICPAY BANK - BANCO MÚLTIPLO S.A,200807,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0088022,22896431,A
C0080374,202506,PINE - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S3,,C0080374,62144175,A
C0080659,202506,RENDIMENTO - PRUDENCIAL,180001,B1,I,2,,Câmbio,SP,São Paulo,S4,,C0080659,68900810,A
09978156,202506,RESERVA BANCO COMERCIAL S.A.,194404,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
C0080855,202506,RODOBENS - PRUDENCIAL,180001,B1,I,2,,Indústria - Não BNDES,SP,São Paulo,S4,,C0080855,33603457,A
C0080109,202506,SAFRA - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S2,,C0080109,58160789,A
C0080185,202506,SANTANDER - PRUDENCIAL,180001,B1,I,3,,Complexo,SP,São Paulo,S1,,C0080185,90400888,A
C0081452,202506,SCOTIABANK BRASIL - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S3,,C0081452,29030467,A
29030467,202506,SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO,198410,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0081452,29030467,A
C0083670,202506,SENFFNET IP - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,PR,Curitiba,S4,,C0083670,03877288,A
09777262,202506,SIQUEIRA CAVANTI & CIA CASA BANCARIA,180001,B1,I,2,Banco Comercial,,,,,,,,F
C0081641,202506,SOCIAL BANK BANCO MULTIPLO - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,BA,Salvador,S4,,C0081641,15173776,A
15173776,202506,SOCIAL BANK BANCO MÚLTIPLO S/A,194304,B1,I,2,Banco Múltiplo,,BA,Salvador,S4,,C0081641,15173776,A
C0080264,202506,SOCIETE GENERALE - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S4,,C0080264,61533584,A
C0080271,202506,SOFISA - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,SP,São Paulo,S3,,C0080271,60889128,A
C0081627,202506,STATE STREET BRASIL - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S4,,C0081627,09274232,A
09274232,202506,STATE STREET BRASIL S.A. - BANCO COMERCIAL,200808,B1,I,3,Banco Comercial,,SP,São Paulo,S4,,C0081627,09274232,A
C0080219,202506,UBS (BRASIL) - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,,C0080219,33987793,A
33700394,202506,UNIBANCO - UNIÃO DE BANCOS BRASILEIROS S.A.,196707,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
61071387,202506,UNICARD BANCO MÚLTIPLO S.A.,194410,B1,I,3,Banco Múltiplo,,SP,Barueri,,,,,I
C0080484,202506,VOTORANTIM - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S2,,C0080484,59588111,A
C0080408,202506,VR - PRUDENCIAL,180001,B1,I,2,,Não Classificado,SP,São Paulo,S4,,C0080408,78626983,A
C0080886,202506,WESTERN UNION - PRUDENCIAL,180001,B1,I,3,,Câmbio,SP,São Paulo,S4,,C0080886,13720915,A
C0082475,202506,XP - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S2,,C0082475,33264668,A
C0080721,202506,YAMAHA MOTOR - PRUDENCIAL,180001,B1,I,3,,Indústria - Não BNDES,SP,São Paulo,S4,,C0080721,10371492,A
65724965,202506,ALVORADA BANCO DE INVESTIMENTO S.A.,199104,B2,I,3,Banco de Investimento,,SP,São Paulo,,,,,I
04095983,202506,BANCO ABB S.A.,200011,B2,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
29956208,202506,BANCO ADOLPHO OLIVEIRA & ASSOCIADOS S.A.,197711,B2,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
60770336,202506,BANCO ALFA DE INVESTIMENTO S.A.,196609,B2,I,2,Banco de Investimento,,SP,São Paulo,S2,,C0080109,58160789,A
42465872,202506,BANCO ATLANTIS S.A.,197506,B2,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
